,LATITUDE,LONGITUDE,DISCOVERY_DATE
1644598,40.2844,-108.2167,2013-07-21
1644605,40.41325,-108.38925,2013-07-19
1644607,40.1789,-108.1572,2013-07-20
1644615,40.45233,-107.65403,2013-08-05
1644625,40.74081,-108.60633,2013-08-03
1644641,40.88411,-107.73511,2013-08-09
1644650,40.5192,-107.2894,2013-08-17
1644700,40.5757,-109.026297,2013-06-13
1644701,40.5594,-109.014397,2013-06-13
1644740,39.4547,-107.8381,2013-06-13
1644741,39.6505,-107.7342,2013-06-14
1644746,39.7061,-107.7733,2013-06-20
1644747,39.8194,-106.9317,2013-06-29
1644814,39.5125,-107.2936,2013-08-12
1644918,40.3228,-105.7875,2013-06-10
1644939,37.68321,-109.03504,2013-06-29
1644968,37.30003,-105.81669,2013-04-21
1644969,38.150131,-106.366725,2013-06-20
1644973,37.101094,-107.88949,2013-05-04
1644991,37.103294,-107.09569,2013-07-07
1645022,37.091094,-107.50979,2013-08-20
1645034,37.128394,-107.45999,2013-09-04
1645041,37.1511,-108.3197,2013-06-16
1660789,39.2223,-108.7942,2013-08-06
1660846,37.8159,-103.2663,2013-02-05
1661038,37.8941,-102.9436,2013-05-16
1661085,38.1916,-102.7243,2013-03-08
1661143,38.2743,-104.5366,2013-01-18
1661154,40.6494,-105.6413,2013-01-19
1661230,39.2296,-108.8314,2013-07-15
1661262,37.5289,-105.113,2013-05-24
1661451,38.0872,-102.6208,2013-02-09
1661525,39.5986,-105.3813,2013-06-03
1661573,39.2728,-108.7839,2013-09-07
1661591,39.6926,-104.6082,2013-07-17
1661620,37.1223,-104.7232,2013-06-15
1661633,39.0989,-108.441,2013-03-24
1661634,39.1511,-108.6393,2013-03-24
1661662,38.816,-102.8514,2013-02-09
1661678,38.1145,-102.449,2013-03-10
1661708,40.3963,-104.7871,2013-06-26
1661709,40.0373,-104.7538,2013-06-26
1661857,40.0564,-104.0359,2013-04-12
1661889,40.2305,-104.0727,2013-06-21
1662011,38.2719,-104.5522,2013-03-26
1662025,40.3897,-104.5371,2013-03-16
1662095,39.4193,-104.9114,2013-06-27
1662096,40.0125,-104.725,2013-06-27
1662127,37.06,-104.27,2013-07-09
1662128,40.2664,-102.9091,2013-07-09
1662393,40.0747,-104.9505,2013-02-16
1662405,39.0086,-104.1699,2013-02-17
1662457,38.4586,-107.8683,2013-06-22
1662544,40.4789,-104.6806,2013-03-20
1662612,40.5891,-105.1867,2013-03-15
1662613,40.6207,-105.1309,2013-03-15
1662626,39.8449,-108.8163,2013-06-19
1662627,40.0003,-105.0034,2013-06-19
1662661,40.215,-104.8227,2013-08-03
1662713,40.4789,-104.6662,2013-07-04
1662714,40.0736,-104.643,2013-07-04
1662715,40.4827,-104.9041,2013-07-04
1662737,38.7528,-104.0907,2013-01-27
1662738,40.657,-105.0782,2013-01-27
1662782,37.1143,-107.8761,2013-05-04
1662949,38.7261,-104.6692,2013-05-30
1662962,40.7492,-102.439,2013-05-31
1663025,37.22,-104.62,2013-06-28
1663039,40.4414,-107.2083,2013-07-21
1663106,39.0646,-104.2175,2013-01-04
1663187,39.3033,-102.6046,2013-06-11
1663188,39.3813,-105.2424,2013-06-11
1663265,37.9824,-103.7482,2013-11-08
1663365,38.9872,-104.763,2013-06-13
1663366,40.5844,-102.3024,2013-06-13
1663367,40.7492,-102.439,2013-06-13
1663430,40.0295,-104.82,2013-07-08
1663436,40.5844,-102.3024,2013-07-11
1663563,40.1688,-104.3719,2013-07-31
1663605,40.3238,-102.9477,2013-07-12
1663606,39.3239,-103.1365,2013-07-12
1663627,38.1161,-102.7211,2013-06-14
1663628,38.0901,-102.6193,2013-06-14
1663686,39.1759,-104.3199,2013-04-21
1721802,40.361111,-105.563333,2012-10-09
1721853,38.0,-103.0,2011-04-07
1724000,38.59694444,-108.73638889,2014-08-08
1724090,40.725,-106.72416667,2014-07-22
1724134,37.0175,-102.57888889,2014-03-31
1724186,37.24,-107.35083333,2014-07-09
1730372,38.54445,-105.10613,2014-06-23
1730383,40.4522,-108.4397,2014-05-06
1730404,39.7625,-108.2703,2014-06-22
1730435,40.0003,-108.4883,2014-07-22
1730440,40.3006,-108.2458,2014-07-16
1730446,40.70036,-108.05758,2014-07-23
1730451,39.6342,-108.8106,2014-07-24
1730468,40.50375,-107.9403,2014-07-25
1730475,40.33,-108.4281,2014-07-26
1730504,40.49597,-108.72208,2014-07-16
1730509,40.6936,-108.8672,2014-07-28
1730511,38.8694,-108.5861,2014-12-10
1730531,39.5539,-108.7028,2014-06-03
1730555,39.0822,-109.01,2014-07-09
1730586,39.1905,-109.0039,2014-08-18
1730597,38.84813,-107.51432,2014-05-18
1730599,38.18649,-108.609289,2014-06-11
1730601,38.79731,-108.26494,2014-07-03
1730652,37.3417,-109.0183,2014-06-04
1730717,37.0707,-107.1873,2014-07-30
1788976,40.2988889,-102.2555556,2014-04-08
1789519,37.295,-106.27444444,2015-05-28
1789529,40.97972222,-103.73444444,2015-03-14
1789548,40.65916667,-104.59277778,2015-10-13
1789549,40.68222222,-104.44638889,2015-10-11
1789597,39.38888889,-105.73555556,2015-04-12
1789633,37.56027778,-108.35222222,2015-07-15
1789637,37.23972222,-107.2675,2015-08-18
1792597,40.75444444,-104.5625,2015-09-27
1792604,37.265,-103.34666667,2015-09-05
1794504,40.66916667,-104.58361111,2015-03-15
1794505,40.68166667,-104.48111111,2015-03-07
1794564,39.81111111,-106.22111111,2015-10-02
1797840,40.5394,-107.5647,2015-07-30
1797844,40.5372,-108.20794,2015-08-16
1797850,40.2289,-108.3922,2015-08-16
1797854,40.525,-107.99503,2015-08-17
1797858,40.2389,-108.2108,2015-08-17
1797862,40.87406,-107.68872,2015-08-15
1797863,40.5258,-108.1178,2015-08-15
1797868,40.7658,-108.0197,2015-08-31
1797873,40.4467,-108.193703,2015-09-04
1797880,40.0731,-107.9853,2015-08-20
1797883,40.0514,-106.1478,2015-08-24
1797887,40.2033,-108.63,2015-08-30
1797894,40.31128,-108.63489,2015-10-07
1797896,40.4397,-108.2194,2015-09-12
1797903,40.54544,-107.407,2015-10-09
1797944,40.2822,-108.99644,2015-07-17
1797949,40.1456,-108.4714,2015-07-14
1797957,40.40031,-108.52283,2015-07-16
1797971,39.5658,-108.7639,2015-03-26
1797973,40.642869,-108.953608,2015-06-27
1797989,39.153,-108.9863,2015-08-15
1798027,39.17685,-108.94082,2015-06-24
1798040,39.113,-108.57,2015-07-04
1798191,37.10128,-107.8906,2015-04-12
1798196,37.06713,-107.12355,2015-07-01
1798225,37.2618,-108.8515,2015-08-06
1804825,40.696813,-106.250701,2015-10-16
1859966,40.99,-107.7077778,2015-03-20
1860030,38.6021,-104.719,2015-09-12
1860032,40.8657,-104.9646,2015-09-12
1860039,38.6099,-104.8078,2015-09-17
1860043,39.4216667,-103.8783333,2015-09-15
1860044,37.5459,-105.0071,2015-10-15
1860048,40.3947,-104.5646,2015-09-18
1860054,40.8198,-105.0847,2015-10-11
